City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Kruisfontein,ZA,-34.0033,24.7314,54.88,92,86,7.7,overcast clouds
347,Colares,PT,38.7992,-9.4469,65.79,89,0,8.99,clear sky
348,Kenora,CA,49.8167,-94.4337,63.57,72,20,5.75,few clouds
349,Ahuimanu,US,21.4447,-157.8378,82.11,76,0,11.5,clear sky
350,Mayumba,GA,-3.432,10.6554,68.36,94,22,5.03,few clouds
351,Uray,RU,60.1247,64.7758,72.34,60,89,7.43,overcast clouds
352,Gat,IL,31.61,34.7642,79.48,100,19,1.77,few clouds
353,Ridgecrest,US,35.6225,-117.6709,89.46,23,40,10.36,scattered clouds
354,Krasnokholmskiy,RU,55.9873,55.0466,73.38,71,97,3.29,overcast clouds
355,Poronaysk,RU,49.2167,143.1167,74.35,56,0,10.76,clear sky
356,Staryy Nadym,RU,65.6118,72.6842,59.85,46,49,11.61,scattered clouds
357,Aras,ES,42.5617,-2.356,61.21,77,32,6.91,scattered clouds
358,Washington,US,47.5001,-120.5015,79.57,44,81,3.4,broken clouds
359,Manadhoo,MV,5.7667,73.3833,80.94,81,90,9.17,overcast clouds
360,Rafaela,AR,-31.2503,-61.4867,45.99,65,53,5.14,broken clouds
361,Salmo,CA,49.1999,-117.2689,78.08,56,100,4.34,overcast clouds
362,Darhan,MN,49.4867,105.9228,74.82,46,48,6.44,scattered clouds
363,Dunedin,NZ,-45.8742,170.5036,45.81,61,81,4.0,broken clouds
364,Moyobamba,PE,-6.05,-76.9667,64.62,99,82,0.96,broken clouds
365,Monrovia,LR,6.3005,-10.7969,75.33,87,97,10.07,light rain
366,Asfi,MA,32.2994,-9.2372,66.97,88,0,8.57,clear sky
367,Paka,MY,4.6374,103.4368,89.53,66,40,9.22,scattered clouds
368,Walvis Bay,NA,-22.9575,14.5053,51.1,100,100,1.14,overcast clouds
369,Tahta,EG,26.7693,31.5021,86.74,32,1,11.92,clear sky
370,Stawell,AU,-37.05,142.7667,51.37,65,100,14.5,overcast clouds
371,Mezen,RU,65.8522,44.24,58.57,64,82,4.0,broken clouds
372,Alberton,CA,46.8168,-64.0654,62.73,82,93,11.74,overcast clouds
373,Mount Darwin,ZW,-16.7725,31.5838,55.99,50,0,2.37,clear sky
374,Bambanglipuro,ID,-7.95,110.2833,81.57,76,82,13.53,broken clouds
375,Zhanaozen,KZ,43.3,52.8,85.1,24,60,13.42,broken clouds
376,Vila,PT,42.0304,-8.1588,65.7,66,0,3.62,clear sky
377,Namatanai,PG,-3.6667,152.4333,83.35,69,100,3.29,light rain
378,Lahaina,US,20.8783,-156.6825,80.6,84,54,13.62,broken clouds
379,Llaillay,CL,-32.85,-70.9667,58.24,25,100,1.79,overcast clouds
380,Altona,DE,53.55,9.9333,60.46,91,0,6.91,clear sky
381,Kandrian,PG,-6.2167,149.55,77.85,85,99,9.73,light rain
382,Manzhouli,CN,49.6,117.4333,67.37,43,59,14.76,broken clouds
383,La Troncal,EC,-2.4,-79.3333,71.78,91,67,1.28,broken clouds
384,Leningradskiy,RU,69.3833,178.4167,45.01,88,100,4.9,moderate rain
385,Itacoatiara,BR,-3.1431,-58.4442,75.78,61,75,1.66,broken clouds
386,Husavik,IS,66.0449,-17.3389,52.25,90,100,1.03,overcast clouds
387,Huarmey,PE,-10.0681,-78.1522,61.72,88,14,6.93,few clouds
388,Ust-Nera,RU,64.5667,143.2,75.09,43,100,0.51,overcast clouds
389,Padang,ID,-0.9492,100.3543,87.85,65,82,5.44,broken clouds
390,Sitges,ES,41.2351,1.8119,82.0,51,5,5.03,clear sky
391,Mitu,CO,1.1983,-70.1733,71.15,99,99,1.3,overcast clouds
392,Namibe,AO,-15.1961,12.1522,61.66,91,42,3.11,scattered clouds
393,Manavalakurichi,IN,8.1333,77.3,80.51,80,100,14.2,overcast clouds
394,Shakawe,BW,-18.3667,21.85,51.76,22,0,3.44,clear sky
395,Vaitape,PF,-16.5167,-151.75,75.09,76,22,3.22,few clouds
396,Borba,BR,-4.3878,-59.5939,76.35,60,65,1.92,broken clouds
397,Corinth,GR,37.9407,22.9573,85.89,43,0,5.39,clear sky
398,Henties Bay,NA,-22.116,14.2845,52.11,94,8,5.99,clear sky
399,Kentau,KZ,43.5206,68.5094,79.7,25,0,6.78,clear sky
400,Hokitika,NZ,-42.7167,170.9667,46.69,66,0,3.78,clear sky
401,Angoram,PG,-4.0625,144.0661,85.84,67,89,6.08,overcast clouds
402,Sinnamary,GF,5.3833,-52.95,77.99,88,69,10.69,broken clouds
403,Phetchabun,TH,16.25,101.0833,88.07,77,89,8.7,overcast clouds
404,Zyryanka,RU,65.75,150.85,80.58,39,58,7.72,broken clouds
405,Coihaique,CL,-45.5752,-72.0662,42.75,75,20,6.91,few clouds
406,Belyy Yar,RU,53.6039,91.3903,78.69,36,0,6.71,clear sky
407,Sinop,TR,41.7711,34.8709,70.23,60,0,4.16,clear sky
408,Geraldton,AU,-28.7667,114.6,61.21,67,100,10.36,overcast clouds
409,Mildura,AU,-34.2,142.15,58.06,55,100,15.97,moderate rain
410,Plyussa,RU,58.4308,29.3654,58.84,74,9,1.43,clear sky
411,Verkh-Chebula,RU,56.0308,87.6218,74.57,51,26,5.57,scattered clouds
412,Bonavista,CA,48.6499,-53.1147,55.51,90,100,19.75,light rain
413,Marzuq,YE,14.4,46.4667,78.62,55,99,6.85,overcast clouds
414,Iqaluit,CA,63.7506,-68.5145,45.7,81,20,3.44,few clouds
415,Galle,LK,6.0367,80.217,81.55,75,100,11.63,overcast clouds
416,Bolokhovo,RU,54.0936,37.8183,64.94,98,100,8.01,overcast clouds
417,Panacan,PH,9.2463,118.4082,85.69,68,66,7.34,broken clouds
418,Anadyr,RU,64.75,177.4833,68.5,52,0,13.0,clear sky
419,Coxim,BR,-18.5067,-54.76,57.49,84,99,2.62,overcast clouds
420,Dingzhou,CN,38.5131,114.9956,75.31,76,81,6.29,broken clouds
421,The Pas,CA,53.8251,-101.2541,59.02,72,0,8.05,clear sky
422,Moose Factory,CA,51.2585,-80.6094,66.2,88,20,8.05,few clouds
423,Orocue,CO,4.7912,-71.3354,73.76,94,99,5.1,overcast clouds
424,San Jose,US,37.3394,-121.895,67.05,75,20,6.91,few clouds
425,Bilibino,RU,68.0546,166.4372,67.23,74,94,9.89,light rain
426,Rawson,AR,-43.3002,-65.1023,48.54,50,95,6.55,overcast clouds
427,Okitipupa,NG,6.5047,4.7839,71.29,98,71,2.59,broken clouds
428,Poso,ID,-1.3959,120.7524,86.05,66,63,4.81,broken clouds
429,Champerico,GT,14.3,-91.9167,78.1,82,99,8.7,overcast clouds
430,Chernyshevskiy,RU,63.0128,112.4714,65.84,55,97,5.41,overcast clouds
431,Noumea,NC,-22.2763,166.4572,69.78,62,14,14.83,few clouds
432,Finschhafen,PG,-6.6024,147.8681,81.63,76,100,12.3,overcast clouds
433,Ternate,ID,0.8,127.4,82.54,74,94,4.83,overcast clouds
434,Zhumadian,CN,32.9794,114.0294,90.59,58,99,5.46,overcast clouds
435,Cockburn Town,TC,21.4612,-71.1419,81.0,81,0,18.9,clear sky
436,Umea,SE,63.8284,20.2597,60.73,94,0,5.75,light rain
437,Half Moon Bay,US,37.4636,-122.4286,66.54,86,75,9.22,broken clouds
438,Kampene,CD,-3.6,26.6667,68.61,52,51,1.92,broken clouds
439,Cotoca,BO,-17.8167,-63.05,60.66,48,0,12.5,clear sky
440,Lalsk,RU,60.7415,47.5862,53.13,97,100,4.25,overcast clouds
441,Kurgan,RU,55.45,65.3333,76.87,53,63,9.51,broken clouds
442,Nouadhibou,MR,20.931,-17.0347,73.38,78,3,18.41,clear sky
443,High Prairie,CA,55.4334,-116.4858,55.17,77,3,5.84,clear sky
444,Kailua,US,21.4022,-157.7394,82.38,77,0,11.5,clear sky
445,Kupang,ID,-10.1667,123.5833,91.98,52,20,17.27,few clouds
446,Tabuk,PH,17.4189,121.4443,87.39,67,100,6.44,light rain
447,Mogadishu,SO,2.0371,45.3438,78.67,78,75,13.8,broken clouds
448,Buraydah,SA,26.326,43.975,95.45,16,10,10.65,clear sky
449,Evensk,RU,61.95,159.2333,61.45,74,100,6.15,overcast clouds
450,Valmiera,LV,57.5411,25.4275,65.41,74,40,0.07,scattered clouds
451,Deniliquin,AU,-35.5333,144.9667,57.61,50,95,11.07,overcast clouds
452,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,88,40,8.1,scattered clouds
453,Baykit,RU,61.67,96.37,73.02,46,40,1.72,scattered clouds
454,Ajaccio,FR,42.0,8.9167,69.85,73,0,4.61,clear sky
455,Neuquen,AR,-38.9516,-68.0591,45.43,67,100,4.74,overcast clouds
456,Kristiinankaupunki,FI,62.2743,21.376,62.31,83,100,10.31,overcast clouds
457,Isaka,TZ,-3.9,32.9333,62.69,55,71,8.48,broken clouds
458,Punganuru,IN,13.3667,78.5833,79.5,58,100,23.24,overcast clouds
459,Qui Nhon,VN,13.7667,109.2333,86.65,61,98,17.43,overcast clouds
460,Vrangel,RU,42.7297,133.0839,72.7,74,0,10.74,clear sky
461,Umm Lajj,SA,25.0213,37.2685,87.87,75,60,7.2,broken clouds
462,Kiyasovo,RU,56.3491,53.1244,72.14,71,96,2.89,overcast clouds
463,Kamenka,RU,51.3223,42.7678,79.29,35,55,7.25,broken clouds
464,Morros,BR,-9.4467,-46.3003,68.81,36,0,3.65,clear sky
465,Port Hardy,CA,50.6996,-127.4199,55.58,94,0,6.91,fog
466,Dubai,AE,25.2582,55.3047,102.49,34,0,10.36,clear sky
467,Benito Juarez,MX,19.385,-99.165,59.0,87,100,1.99,overcast clouds
468,Quthing,LS,-30.4,27.7003,44.92,57,13,1.57,few clouds
469,Yumen,CN,40.2833,97.2,87.17,33,8,18.99,clear sky
470,Paamiut,GL,61.994,-49.6678,42.31,86,99,4.0,overcast clouds
471,Taoudenni,ML,22.6783,-3.9836,91.78,36,0,7.87,clear sky
472,Abu Dhabi,AE,24.4667,54.3667,102.31,53,0,5.75,clear sky
473,Fare,PF,-16.7,-151.0167,74.89,76,47,4.36,light rain
474,Flinders,AU,-34.5833,150.8552,63.18,69,59,1.99,broken clouds
475,Alta Floresta,BR,-9.8756,-56.0861,72.41,83,29,5.5,scattered clouds
476,Pemba,MZ,-12.974,40.5178,68.7,100,75,5.75,broken clouds
477,Boulder,US,40.0833,-105.3505,71.96,53,0,4.0,clear sky
478,Balkhash,KZ,46.844,74.9804,75.81,53,0,8.95,clear sky
479,Kiruna,SE,67.8557,20.2251,50.92,87,0,6.91,clear sky
480,Yining,CN,29.0361,114.5636,101.57,36,98,2.98,overcast clouds
481,Linhares,BR,-19.3911,-40.0722,66.29,93,96,3.44,overcast clouds
482,Bud,US,39.447,-86.1758,71.62,96,80,5.53,broken clouds
483,Dubti,ET,11.7361,41.0853,77.72,77,100,3.02,light rain
484,Kiama,AU,-34.6833,150.8667,63.37,68,58,1.99,broken clouds
485,Umuarama,BR,-23.7664,-53.325,51.06,82,68,14.81,broken clouds
486,Aklavik,CA,68.2191,-135.0107,47.16,64,99,6.85,overcast clouds
487,Arman,RU,59.7,150.1667,61.02,86,100,12.06,light rain
488,Teyateyaneng,LS,-29.1472,27.7489,42.44,54,1,2.77,clear sky
489,Rawlins,US,41.7911,-107.2387,73.35,33,0,8.05,clear sky
490,Wanlaweyn,SO,2.6185,44.8938,77.36,77,93,18.07,overcast clouds
491,Aljezur,PT,37.3191,-8.8033,61.52,92,0,2.46,clear sky
492,Soyo,AO,-6.1349,12.3689,68.86,92,39,8.41,scattered clouds
493,Rock Sound,BS,24.9,-76.2,82.78,78,32,17.38,scattered clouds
494,Conceicao Do Araguaia,BR,-8.2578,-49.2647,73.2,42,6,3.18,clear sky
495,Maldonado,UY,-34.6667,-54.9167,40.23,91,2,1.68,clear sky
496,Roald,NO,62.5833,6.1333,66.33,77,75,25.32,broken clouds
497,Sabya,SA,17.1495,42.6254,87.42,67,79,1.61,broken clouds
498,Concepcion Del Uruguay,AR,-32.4825,-58.2372,45.99,87,1,1.99,clear sky
499,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.62,53,5,1.16,clear sky
500,Jiwani,PK,25.05,61.7417,87.35,67,100,5.35,overcast clouds
501,New Philadelphia,US,40.4898,-81.4457,71.46,88,100,0.0,overcast clouds
502,Salinopolis,BR,-0.6136,-47.3561,77.61,87,30,10.13,scattered clouds
503,Dicabisagan,PH,17.0818,122.4157,86.11,72,100,9.28,overcast clouds
504,Yar-Sale,RU,66.8333,70.8333,58.64,49,7,11.77,clear sky
505,Rondonopolis,BR,-16.4708,-54.6356,61.12,87,100,6.46,overcast clouds
506,Maba,CN,24.6841,113.5984,80.31,86,98,1.99,overcast clouds
507,Touros,BR,-5.1989,-35.4608,71.42,90,5,10.63,clear sky
508,Mana,GF,5.6592,-53.7767,77.56,89,21,11.25,few clouds
509,Campbell River,CA,50.0163,-125.2446,71.13,70,1,3.87,clear sky
510,Bani Walid,LY,31.7566,13.9942,73.94,87,0,4.74,clear sky
511,Nalbari,IN,26.4456,91.4354,82.38,78,100,8.66,light rain
512,Menongue,AO,-14.6585,17.691,48.74,36,0,3.31,clear sky
513,Caluquembe,AO,-13.7833,14.6833,52.38,24,0,4.97,clear sky
514,Goksun,TR,38.021,36.4973,73.78,44,0,4.09,clear sky
515,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,54.57,51,0,6.78,clear sky
516,Acari,PE,-15.4311,-74.6158,63.12,73,51,2.82,broken clouds
517,Vardo,NO,70.3705,31.1107,53.58,87,100,9.22,overcast clouds
518,Vila Velha,BR,-20.3297,-40.2925,73.35,87,40,9.22,scattered clouds
519,Upata,VE,8.0086,-62.3989,73.18,98,99,2.37,overcast clouds
520,Port Blair,IN,11.6667,92.75,86.04,70,75,17.27,light rain
521,Darfield,GB,53.5339,-1.376,60.84,83,9,2.89,clear sky
522,Tiarei,PF,-17.5333,-149.3333,73.0,79,98,7.0,light rain
523,Corowa,AU,-36.0333,146.3833,57.58,66,100,10.56,overcast clouds
524,Ponnampet,IN,12.15,75.9333,71.55,82,98,9.17,overcast clouds
525,Kaliua,TZ,-5.0606,31.7936,63.9,46,71,7.2,broken clouds
526,Trenggalek,ID,-8.05,111.7167,82.13,75,93,7.38,overcast clouds
527,Russell,US,32.3502,-85.1999,73.0,94,40,4.61,scattered clouds
528,Trinidad,BO,-14.8333,-64.9,62.8,61,97,7.36,overcast clouds
529,Mahajanga,MG,-15.7167,46.3167,73.42,53,0,5.75,clear sky
530,Hopatcong,US,40.9329,-74.6593,78.49,87,51,0.0,broken clouds
531,Alpena,US,45.0617,-83.4327,60.12,91,0,3.44,clear sky
532,Xinxiang,CN,35.3089,113.8672,81.18,67,96,3.56,overcast clouds
533,Victor Harbor,AU,-35.5667,138.6167,57.0,76,100,19.39,overcast clouds
534,Kristinehamn,SE,59.3098,14.1081,57.76,85,100,9.71,overcast clouds
535,Purpe,RU,64.4803,76.6897,66.29,50,11,10.63,few clouds
536,Oyek,RU,52.5861,104.4556,64.78,49,97,1.9,overcast clouds
537,Preobrazheniye,RU,42.9019,133.9064,75.99,65,0,13.82,clear sky
538,Belmonte,BR,-15.8631,-38.8828,70.09,82,61,6.4,broken clouds
539,Narsipatnam,IN,17.6667,82.6167,83.5,71,100,13.35,overcast clouds
540,Svetlaya,RU,46.5389,138.3297,73.0,61,9,14.47,clear sky
541,Tabou,CI,4.423,-7.3528,74.8,77,100,8.66,overcast clouds
542,Kitama,TZ,-10.7167,39.7333,68.11,80,9,2.68,clear sky
543,Pareora,NZ,-44.4871,171.2132,42.19,55,20,7.02,few clouds
544,Cairns,AU,-16.9167,145.7667,80.11,60,40,16.11,scattered clouds
545,Gao,ML,16.6362,1.637,85.8,48,87,4.88,overcast clouds
546,Parabel,RU,58.6978,81.4825,77.47,54,68,6.02,broken clouds
547,Tanggu,CN,39.0211,117.6469,84.16,56,7,7.92,clear sky
548,Hirara,JP,24.8,125.2833,86.27,79,40,6.91,scattered clouds
549,Ola,RU,59.5833,151.2833,61.14,85,100,20.85,overcast clouds
550,Griffith,US,41.5284,-87.4237,65.89,94,0,0.0,clear sky
551,Chute-Aux-Outardes,CA,49.1168,-68.399,48.18,93,0,0.0,clear sky
552,Yashkul,RU,46.1711,45.3435,87.33,25,0,8.23,clear sky
553,Baghdad,IQ,33.3406,44.4009,91.31,33,0,23.02,clear sky
554,Puerto Escondido,MX,15.85,-97.0667,79.52,83,100,3.13,overcast clouds
555,Poum,NC,-20.2333,164.0167,71.53,56,7,23.02,clear sky
556,Haines Junction,CA,60.7522,-137.5108,55.35,54,97,9.22,overcast clouds
557,Kargasok,RU,59.0556,80.8572,78.6,51,14,6.49,few clouds
558,Clyde River,CA,70.4692,-68.5914,39.43,75,0,11.5,clear sky
559,Marsh Harbour,BS,26.5412,-77.0636,82.85,76,33,14.72,scattered clouds
560,Araouane,ML,18.9048,-3.5265,85.17,55,58,17.83,broken clouds
561,Dingle,PH,10.9995,122.6711,84.13,75,98,3.22,overcast clouds
562,Kosh-Agach,RU,50.0,88.6667,66.31,39,26,0.74,scattered clouds
563,Goderich,CA,43.7501,-81.7165,57.9,100,2,3.44,clear sky
564,Amapa,BR,1.0,-52.0,69.48,97,23,1.25,few clouds
565,Romans-Sur-Isere,FR,45.0464,5.0562,70.84,65,71,3.78,broken clouds
566,Ures,MX,29.4333,-110.4,73.85,88,100,7.11,light rain
567,Canchungo,GW,12.0672,-16.0333,76.32,94,70,4.76,broken clouds
568,Weligama,LK,5.9667,80.4167,82.94,70,100,12.59,overcast clouds
569,Rocha,UY,-34.4833,-54.3333,41.29,88,2,2.44,clear sky
570,Aldan,RU,58.6031,125.3894,50.32,98,100,3.49,light rain
571,Mamallapuram,IN,12.6264,80.1722,93.25,51,76,15.08,broken clouds
572,Acucena,BR,-19.0731,-42.5464,64.92,78,97,2.71,overcast clouds
573,Portland,US,45.5234,-122.6762,78.75,72,100,5.75,overcast clouds
574,Juba,SS,4.8517,31.5825,71.2,92,100,2.82,light rain
575,Boyolangu,ID,-8.1181,111.8935,82.47,72,88,10.33,overcast clouds
576,Aitape,PG,-3.1374,142.3475,83.12,73,95,4.94,overcast clouds
577,Berlevag,NO,70.8578,29.0864,53.55,76,75,1.14,broken clouds
578,Mackenzie,CA,55.2999,-123.1698,61.02,67,0,2.3,clear sky
579,Hualmay,PE,-11.0964,-77.6139,61.0,83,33,7.07,scattered clouds
580,Fonte Boa,BR,-2.4959,-66.2662,72.86,90,15,1.74,few clouds
581,Lakatoro,VU,-16.0999,167.4164,79.36,79,31,9.66,scattered clouds
582,Eydhafushi,MV,5.1033,73.0708,80.96,79,65,8.21,broken clouds
583,Cukai,MY,4.25,103.4167,89.55,60,81,7.65,broken clouds
584,Zheleznodorozhnyy,RU,55.7503,38.0042,64.62,83,98,7.47,overcast clouds
585,Najran,SA,17.4924,44.1277,86.65,44,93,8.97,overcast clouds
586,Burnie,AU,-41.0667,145.9167,50.94,68,87,10.16,overcast clouds
587,Osakarovka,KZ,50.565,72.5692,58.32,93,100,10.31,overcast clouds
588,Igarka,RU,67.4667,86.5833,59.18,48,31,15.59,scattered clouds
589,Goundam,ML,16.4145,-3.6708,82.9,57,96,10.27,light rain
590,Rio Gallegos,AR,-51.6226,-69.2181,39.25,87,0,4.61,clear sky
591,Kem,RU,64.9555,34.5793,57.79,68,100,4.63,overcast clouds
592,Carlagan,PH,14.975,122.0456,85.55,71,95,4.61,overcast clouds
593,Porto Novo,BJ,6.4965,2.6036,75.02,89,60,6.46,broken clouds
594,Lima,PE,-12.0432,-77.0282,58.89,86,100,2.3,overcast clouds
595,Beloha,MG,-25.1667,45.05,66.99,76,0,11.74,clear sky
596,Orimattila,FI,60.8049,25.7296,62.31,58,52,3.4,broken clouds
597,Sokolo,ML,14.7328,-6.1219,77.04,81,100,2.06,light rain
598,Aktau,KZ,43.65,51.2,84.45,42,14,5.01,few clouds
599,Erenhot,CN,43.6475,111.9767,90.75,20,2,10.45,clear sky
600,Pokhara,NP,28.2333,83.9833,79.86,87,86,4.47,overcast clouds
601,Coos Bay,US,43.3665,-124.2179,62.31,91,100,6.91,overcast clouds
602,Avera,US,33.194,-82.5271,74.55,74,100,5.44,overcast clouds
603,Muroto,JP,33.2833,134.15,85.46,74,82,8.28,broken clouds
604,Bijar,IR,35.8668,47.6051,67.59,53,0,8.95,clear sky
605,Berezovyy,RU,51.6667,135.7,67.41,65,100,5.97,overcast clouds
606,Kaeo,NZ,-35.1,173.7833,57.33,71,48,2.77,scattered clouds
607,Turukhansk,RU,65.8167,87.9833,65.46,46,35,16.13,scattered clouds
608,Shimoda,JP,34.6667,138.95,93.11,78,92,13.58,overcast clouds
609,Davila,PH,18.4726,120.5763,85.98,78,99,9.84,overcast clouds
610,Kijang,KR,35.2442,129.2139,87.53,77,100,11.59,overcast clouds
611,Urusha,RU,54.05,122.9,60.98,65,99,9.48,overcast clouds
612,Ulundi,ZA,-28.3352,31.4162,54.77,82,0,5.06,clear sky
613,Zwedru,LR,6.0667,-8.1281,70.23,92,100,2.62,overcast clouds
614,Sheopur,IN,25.6667,76.7,91.02,57,7,12.97,clear sky
615,Srednekolymsk,RU,67.45,153.6833,78.37,37,10,5.21,clear sky
616,Ostrovnoy,RU,68.0531,39.5131,53.87,77,99,12.24,overcast clouds
617,Tuatapere,NZ,-46.1333,167.6833,44.69,79,100,1.16,overcast clouds
618,Sur,OM,22.5667,59.5289,90.39,56,100,8.93,overcast clouds
619,Paengaroa,NZ,-37.8167,176.4167,55.62,67,84,1.01,broken clouds
620,Seinajoki,FI,62.7945,22.8282,60.98,86,100,6.91,overcast clouds
621,Chapais,CA,49.7834,-74.8492,56.98,84,0,6.31,clear sky
622,Sardinata,CO,8.0829,-72.8007,80.28,92,93,3.74,overcast clouds
623,Lerida,ES,41.6167,0.6167,70.0,72,0,3.44,clear sky
624,Watertown,US,42.3709,-71.1828,70.57,87,100,10.36,overcast clouds
625,Poplar Bluff,US,36.757,-90.3929,75.33,92,75,3.44,moderate rain
626,Mawlaik,MM,23.6333,94.4167,81.95,88,100,0.92,moderate rain
627,Nalut,LY,30.3333,10.85,75.9,60,0,9.06,clear sky
628,West Helena,US,34.5507,-90.6418,74.88,97,57,9.48,broken clouds
629,Lata,PT,40.1629,-8.3327,63.57,88,0,3.29,clear sky
630,Formosa Do Rio Preto,BR,-11.0483,-45.1931,66.9,34,1,2.73,clear sky
631,Alexandria,EG,31.2156,29.9553,80.67,69,0,6.26,clear sky
632,Yangambi,CD,0.8102,24.4336,71.8,78,63,1.3,broken clouds
633,Skjervoy,NO,70.0311,20.9714,51.8,78,85,10.85,overcast clouds
634,Dumka,IN,24.2667,87.25,86.61,67,99,22.82,overcast clouds
635,Westport,US,41.1415,-73.3579,79.29,76,0,5.99,clear sky
636,Santa Rosalia,MX,27.3167,-112.2833,81.77,63,81,6.96,broken clouds
637,Dasoguz,TM,41.8363,59.9666,84.15,24,0,9.22,clear sky
638,Narasannapeta,IN,18.4167,84.05,81.43,77,98,11.86,overcast clouds
639,Lages,BR,-27.8161,-50.3261,49.68,92,100,6.17,overcast clouds
640,Dalby,AU,-27.1833,151.2667,65.14,39,3,10.78,clear sky
641,Norwich,GB,52.6278,1.2983,58.86,96,100,2.3,fog
642,Bennington,US,42.8781,-73.1968,65.48,94,0,0.0,clear sky
643,Tateyama,JP,34.9833,139.8667,83.46,81,46,20.29,scattered clouds
644,Tumba,SE,59.1986,17.8332,61.29,80,0,5.75,clear sky
645,Takanabe,JP,32.1333,131.5,89.49,69,90,7.83,overcast clouds
646,Pryazha,RU,61.6926,33.6216,58.24,61,91,3.22,overcast clouds
647,Chardara,KZ,41.2547,67.9692,83.62,27,6,11.12,clear sky
648,Mareeba,AU,-17.0,145.4333,74.12,61,4,9.13,clear sky
649,Bonoua,CI,5.2741,-3.595,74.82,85,99,7.54,overcast clouds
650,Pierre,US,44.3683,-100.351,74.32,74,0,8.05,clear sky
651,Kinkala,CG,-4.3614,14.7644,65.8,84,2,5.08,clear sky
652,Alofi,NU,-19.0595,-169.9187,76.89,78,6,5.75,clear sky
653,Luau,AO,-10.7073,22.2247,57.04,36,0,4.83,clear sky
654,Asmar,AF,35.0333,71.3581,88.16,54,0,4.83,clear sky
655,Saint-Donat-De-Montcalm,CA,46.3187,-74.2219,58.86,98,85,1.5,overcast clouds
656,Derzhavinsk,KZ,51.1,66.3167,74.66,43,32,15.79,scattered clouds
657,Warwick,US,41.7001,-71.4162,74.39,87,100,11.5,overcast clouds
658,Ibotirama,BR,-12.1853,-43.2206,67.57,35,3,2.15,clear sky
659,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,100,100,13.42,light intensity shower rain
660,Livno,BA,43.8269,17.0078,62.01,92,97,6.76,overcast clouds
661,Dudinka,RU,69.4058,86.1778,51.62,62,46,12.86,scattered clouds
662,Lucapa,AO,-8.4192,20.7447,59.54,32,3,4.79,clear sky
663,Kokopo,PG,-4.352,152.2633,84.11,66,100,6.64,light rain
664,Kumbo,CM,6.2,10.6667,58.41,97,100,3.29,overcast clouds
665,Novosokolniki,RU,56.3463,30.1578,56.5,90,18,5.73,few clouds
666,Gillette,US,44.2911,-105.5022,75.81,36,0,6.91,clear sky
667,Ghatanji,IN,20.1333,78.3167,74.5,94,100,14.85,moderate rain
668,Biak,ID,-0.9131,122.8766,79.65,84,48,7.67,scattered clouds
669,Nanchang,CN,28.6833,115.8833,99.57,38,100,6.82,overcast clouds
670,Lakes Entrance,AU,-37.8811,147.981,54.16,60,100,10.89,overcast clouds
671,Dnestrovsc,MD,46.6222,29.9133,66.36,64,100,16.75,overcast clouds
672,Viru,PE,-8.4167,-78.75,63.79,80,24,2.28,few clouds
673,Shingu,JP,33.7333,135.9833,87.39,74,81,10.38,broken clouds
674,Hattem,NL,52.475,6.0639,58.91,95,65,5.84,broken clouds
675,Catamarca,AR,-28.4696,-65.7852,51.78,50,5,4.0,clear sky
676,Dekar,BW,-21.5333,21.9333,49.55,19,1,2.08,clear sky
677,Chemal,RU,51.4111,86.005,79.41,46,4,1.5,clear sky
678,Plast,RU,54.3691,60.8136,72.81,55,13,5.37,few clouds
679,Bairiki,KI,1.3292,172.9752,84.2,74,40,14.97,scattered clouds
680,Dusti,TJ,37.3481,68.664,92.03,13,0,5.48,clear sky
681,Ouesso,CG,1.6136,16.0517,71.08,84,97,0.76,overcast clouds
682,Fairbanks,US,64.8378,-147.7164,55.4,70,20,5.75,few clouds
683,Loa Janan,ID,-0.583,117.095,81.5,83,79,2.46,light rain
684,Aborlan,PH,9.4352,118.5492,86.07,70,77,6.58,broken clouds
685,Suntar,RU,62.1444,117.6319,71.6,46,75,6.89,broken clouds
686,Awjilah,LY,29.1081,21.2869,78.58,66,0,9.22,clear sky
687,Jieshi,CN,22.8134,115.8257,82.47,80,100,20.18,light rain
688,Moratuwa,LK,6.773,79.8816,84.22,71,99,8.08,overcast clouds
689,Inhambane,MZ,-23.865,35.3833,58.98,88,20,4.61,few clouds
690,Bardiyah,LY,31.7561,25.0865,78.3,76,0,17.31,clear sky
691,Soc Trang,VN,9.6033,105.98,86.13,65,93,14.9,overcast clouds
692,Tiznit,MA,29.5833,-9.5,66.49,77,0,1.05,clear sky
693,Tromso,NO,69.6496,18.957,54.37,87,75,2.3,light intensity shower rain
694,Kungurtug,RU,50.5994,97.5228,55.89,94,97,0.85,overcast clouds
695,Shchelkun,RU,56.3034,60.9483,80.17,56,56,3.0,broken clouds
696,Yanai,JP,33.9667,132.1167,91.4,66,95,7.58,overcast clouds
697,Flin Flon,CA,54.7682,-101.865,46.87,82,13,7.36,few clouds
698,Kushima,JP,31.4583,131.2333,87.03,72,74,5.39,broken clouds
